id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,police_station,closed_datetime,resolved_datetime,created_by_id,duration_min,start_hour
FKID001306,planned,construction,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",12.9170961,77.5793812,unknown,unknown,Non-corridor,,2024-02-15 13:03:46+00:00,False,Low,unknown,closed,[LOCATION] sir 35 th main road Ayodhya ram road trds ig BWSSB work complitede but not closed hole this reason traffic slowly moving,Jayanagara,,,FKUSR00051,,
FKID001356,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695766,77.7004868,unknown,unknown,ORR East 2,,2024-03-14 20:00:46+00:00,False,High,unknown,closed,[PERSON] towards [LOCATION] and mahadevapura towards [PERSON] metro working in progress between traffic slowly moment,HAL Old Airport,,,FKUSR00113,,
FKID001382,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9693554,77.7006781,unknown,unknown,ORR East 2,,2024-02-17 10:35:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] pillar work,HAL Old Airport,,,FKUSR00043,,
FKID001415,planned,construction,"Domlur Inner Ring Road, Jitendra Biswas Colony, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)",12.9387593,77.6364939,unknown,unknown,IRR(Thanisandra road),,2024-03-18 02:27:46+00:00,False,High,unknown,closed,niyar sriniwagilu ejipura flyover water logging point 50meetr road wrk progressive sir traffic slow moment sri,Ashok Nagar,,,FKUSR00375,,
FKID001434,planned,construction,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0445334,77.5829159,unknown,unknown,ORR North 2,,2024-03-15 05:33:46+00:00,False,High,unknown,closed,slow traffic movement sanjainagar traffic ps limits,Kodigehalli,,,FKUSR00740,,
FKID001462,planned,construction,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9698354,77.7004398,unknown,unknown,ORR East 2,,2024-02-18 09:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001480,planned,construction,"Sri ML Subbaraju Road, Golden Orchid Apartment, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9747826,77.5996266,unknown,unknown,Old Madras Road,,2024-02-17 22:58:46+00:00,True,High,unknown,closed,bwssb work,Cubbon Park,,,FKUSR00807,,
FKID001481,planned,public_event,"Begur Road, Hongasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",12.90331187,77.62725031,unknown,unknown,Non-corridor,2024-02-17 00:05:46+00:00,2024-02-17 23:05:46+00:00,True,Low,unknown,closed,"[LOCATION]
Festival",Madiwala,,,FKUSR00009,1380.0,0.0
FKID001499,planned,construction,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.9392452,77.6951606,unknown,unknown,ORR East 1,,2024-02-18 04:37:46+00:00,True,High,unknown,closed,kadubeesanahalli junction near cessna service rd sir [PERSON] work sir,HAL Old Airport,2024-02-18 04:12:01.419039+00:00,,FKUSR00369,,
FKID001523,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695275,77.7009274,unknown,unknown,ORR East 2,,2024-03-16 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001573,planned,public_event,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.9790814,77.6293223,unknown,unknown,Old Madras Road,2024-02-18 08:05:46+00:00,2024-02-19 07:05:46+00:00,True,High,unknown,closed,DUE TO SOMESHWAR PALLAKKI UTASVA,Jeevanbheemanagar,,,FKUSR00482,1380.0,8.0
FKID001578,planned,public_event,"Shivashankara Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.97477445,77.62011006,unknown,unknown,Old Madras Road,2024-02-18 08:05:46+00:00,2024-02-19 07:05:46+00:00,True,High,unknown,closed,ಹಲಸೂರು ಸೋಮೇಶ್ವರ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ಸಲುವಾಗಿ,Halasur,,,FKUSR00482,1380.0,8.0
FKID001581,planned,public_event,"Old Madras Road, Corporation Colony, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.98160436,77.63123821,unknown,unknown,Old Madras Road,2024-02-18 08:05:46+00:00,2024-02-19 07:05:46+00:00,True,High,unknown,closed,ಸೋಮೇಶ್ವರ ದೇವಸ್ಥಾನ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವದ ಸಲುವಾಗಿ,Halasur,,,FKUSR00482,1380.0,8.0
FKID001602,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695613,77.700601,unknown,unknown,ORR East 2,,2024-02-20 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station pillar work,HAL Old Airport,,,FKUSR00043,,
FKID001606,planned,construction,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0443873,77.5831779,unknown,unknown,ORR North 2,,2024-03-16 05:18:46+00:00,False,High,unknown,closed,[PERSON] traffic ps limits at [LOCATION],Kodigehalli,,,FKUSR00740,,
FKID001641,planned,vip_movement,"Magadi Road Exit, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",12.98920996,77.47177025,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,,True,Low,unknown,closed,Road Restriction for PM Visit,Kamakshipalya,,,FKUSR00009,,22.0
FKID001648,planned,procession,"Muddayanapalya Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",12.986025,77.48836,unknown,unknown,Non-corridor,,2024-02-20 08:35:46+00:00,False,Low,unknown,closed,[PERSON],Kamakshipalya,2024-02-20 08:17:41.492965+00:00,,FKUSR00867,,
FKID001676,planned,vip_movement,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",12.87830777,77.49542969,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,No Police Station,,,FKUSR00009,300.0,22.0
FKID001680,planned,public_event,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.978873,77.59963336,unknown,unknown,CBD 2,2024-03-02 02:05:46+00:00,2024-03-02 14:05:46+00:00,False,High,unknown,closed,"RCB vs GT IPL Match, at [LOCATION], [LOCATION].",Cubbon Park,,,FKUSR00009,720.0,2.0
FKID001683,planned,public_event,"ಚಿನ್ನಸ್ವಾಮಿ ಕ್ರೀಡಾಂಗಣ, ಲಿಂಕ್ ರಸ್ತೆ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.97878926,77.59952106,unknown,unknown,CBD 2,2024-02-22 02:05:46+00:00,2024-02-22 14:05:46+00:00,False,High,unknown,closed,IPL Match at M.Chinnaswamy Stadium Bangalore.,Cubbon Park,,,FKUSR00009,720.0,2.0
FKID001685,planned,vip_movement,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",12.85687109,77.52988795,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,No Police Station,,,FKUSR00009,300.0,22.0
FKID001687,planned,vip_movement,"Frozen Bottle, 5, Swamy Vivekanandha Road, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",12.88331909,77.54850021,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,Thalagattapura,,,FKUSR00009,300.0,22.0
FKID001691,planned,public_event,"Andhrahalli Main Road, Venkateshwara Layout, Bengaluru, Karnataka. Pin-560091 (India)",12.9940312,77.4888442,unknown,unknown,Non-corridor,,2024-02-21 10:05:46+00:00,True,Low,unknown,closed,village festival,Kamakshipalya,,,FKUSR00464,,
FKID001721,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9697339,77.7009261,unknown,unknown,ORR East 2,,2024-02-21 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to metro,HAL Old Airport,,,FKUSR00043,,
FKID001726,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696105,77.7005267,unknown,unknown,ORR East 2,,2024-03-17 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001734,planned,public_event,"Banaswadi Main Road, Vijaya Bank Colony, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India",13.01495345,77.65422187,unknown,unknown,Non-corridor,2024-02-18 21:05:46+00:00,2024-02-21 20:05:46+00:00,True,Low,unknown,closed,"[PERSON]
organizes the Brahma Rathotsava,
the festival of the palanquins of Sri
Kodandaramaswamy, and the
[PERSON] program.",Banaswadi,,,FKUSR00009,4260.0,21.0
FKID001758,planned,construction,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.9954628,77.6667978,unknown,unknown,ORR North 1,,2024-03-16 22:41:46+00:00,False,High,unknown,closed,drainage cleaning for mmt down ramp,Mahadevapura,,,FKUSR00391,,
FKID001801,planned,public_event,"Hosa Road, Chikkathoguru, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",12.87032563,77.65862134,unknown,unknown,Non-corridor,2024-03-16 22:35:46+00:00,2024-03-17 04:05:46+00:00,True,Low,unknown,closed,[PERSON] procession at Hosaroad and Channakesavanagar,Electronic City,,,FKUSR00009,330.0,22.0
FKID001815,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9693675,77.7006326,unknown,unknown,ORR East 2,,2024-02-22 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001829,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9693195,77.7012098,unknown,unknown,ORR East 2,,2024-02-23 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001840,planned,construction,"Marathahalli Underpass, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9568175,77.7011908,unknown,unknown,Varthur Road,,2024-03-17 15:05:46+00:00,True,High,unknown,closed,[LOCATION] work,HAL Old Airport,,,FKUSR00359,,
FKID001857,planned,vip_movement,"Institute of Aerospace Medicine - IAM, Airport Departure Road, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",12.95876021,77.66366888,unknown,unknown,Old Airport Road,2024-03-17 17:05:46+00:00,2024-03-18 03:05:46+00:00,True,High,unknown,closed,VVIP Movement,HAL Old Airport,,,FKUSR00009,600.0,17.0
FKID001864,planned,construction,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.9363031,77.7054752,unknown,unknown,Non-corridor,,2024-02-24 06:38:46+00:00,False,Low,unknown,closed,"[PERSON] WORK, traffic movement is slow sir",HAL Old Airport,2024-02-23 04:40:26.783219+00:00,,FKUSR00359,,
FKID001865,planned,procession,"Jain Temple Road, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",12.9510377,77.5747268,unknown,unknown,Non-corridor,,2024-03-17 21:20:46+00:00,False,Low,unknown,closed,[PERSON] towords National College Ground Sir,V.V.Puram (C.Pet),,,FKUSR00058,,
FKID001894,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9697729,77.7009022,unknown,unknown,ORR East 2,,2024-02-24 10:05:46+00:00,False,High,unknown,closed,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001896,planned,vip_movement,"NICE Expressway, Banashankari 6th Stage - 7th Block, Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",12.88601305,77.50546757,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,Thalagattapura,,,FKUSR00009,300.0,22.0
FKID001925,planned,vip_movement,"Bannerghatta Road, Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",12.84974901,77.58841351,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,Hulimavu,,,FKUSR00009,300.0,22.0
FKID001930,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969732,77.7005722,unknown,unknown,ORR East 2,,2024-02-25 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID001934,planned,vip_movement,"Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",12.8558344,77.52546483,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,No Police Station,,,FKUSR00009,300.0,22.0
FKID001943,planned,construction,"AH 47, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0304134,77.5372098,unknown,unknown,Tumkur Road,,2024-02-25 00:40:46+00:00,True,High,unknown,closed,,Yeshwanthpura,,,FKUSR00962,,
FKID001965,planned,construction,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)",13.0208989,77.5283508,unknown,unknown,Non-corridor,,2024-02-25 00:48:46+00:00,True,Low,unknown,closed,vehicle diversion work bda at [LOCATION],Rajajinagar,,,FKUSR00967,,
FKID001970,planned,vip_movement,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.90516945,77.4710541,unknown,unknown,Mysore Road,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,High,unknown,closed,Road Restriction for PM Visit,Kengeri,,,FKUSR00009,300.0,22.0
FKID001979,planned,vip_movement,"NICE Expressway, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",12.88032054,77.49681914,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,2024-03-18 03:05:46+00:00,True,Low,unknown,closed,Road Restriction for PM Visit,Thalagattapura,,,FKUSR00009,300.0,22.0
FKID001988,planned,public_event,"ಚಿನ್ನಸ್ವಾಮಿ ಕ್ರೀಡಾಂಗಣ, ಲಿಂಕ್ ರಸ್ತೆ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.97888794,77.59952643,unknown,unknown,CBD 2,2024-02-25 02:05:46+00:00,2024-02-25 14:05:46+00:00,False,High,unknown,closed,RCB vs DC - IPL Match at [LOCATION].,Cubbon Park,,,FKUSR00009,720.0,2.0
FKID002008,planned,vip_movement,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.90407078,77.47050641,unknown,unknown,Mysore Road,2024-03-17 22:05:46+00:00,,True,High,unknown,closed,Road Restriction for PM Visit,Kengeri,,,FKUSR00009,,22.0
FKID002015,planned,vip_movement,"Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.90123929,77.46726094,unknown,unknown,Mysore Road,2024-03-17 22:05:46+00:00,,True,High,unknown,closed,Road Restriction for PM Visit,Kengeri,,,FKUSR00009,,22.0
FKID002017,planned,vip_movement,"Magadi Road, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",12.98875447,77.47251828,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,,True,Low,unknown,closed,Road Restriction for PM Visit,Kamakshipalya,,,FKUSR00009,,22.0
FKID002018,planned,construction,"Kanva Diagnostics, 2/10, Dr. Rajkumar Road, Rajajinagar 4M Block, Da.Ra. Bendre Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",12.98773709,77.55986202,NavarangBarJunc-Dr RajkumarRd,West Zone 2,Non-corridor,2023-11-28 12:05:46+00:00,2024-02-26 11:35:46+00:00,True,Low,unknown,closed,White Topping at Dr. [PERSON],Rajajinagar,,,FKUSR00009,129570.0,12.0
FKID002026,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9693524,77.7006637,unknown,unknown,ORR East 2,,2024-02-27 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002039,planned,construction,"Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",13.0113867,77.54519,unknown,unknown,Non-corridor,,2024-03-18 01:15:46+00:00,True,Low,unknown,closed,ನಮಸ್ತೆ ಸರ್ ಒಳಚರಂಡಿ ಕಾಮಗಾರಿ ಮಾಡುವುದರಿಂದ ರೋಡನ್ನು ಕ್ಲೋಸ್ [LOCATION],Rajajinagar,,,FKUSR00564,,
FKID002051,planned,vip_movement,"Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",13.05688083,77.47401009,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,,True,Low,unknown,closed,Road Restriction for PM Visit,No Police Station,,,FKUSR00009,,22.0
FKID002054,planned,vip_movement,"Manjunath Nagar, Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",13.05526533,77.47825398,unknown,unknown,Non-corridor,2024-03-17 22:05:46+00:00,,True,Low,unknown,closed,Road Restriction for PM Visit,No Police Station,,,FKUSR00009,,22.0
FKID002057,planned,vip_movement,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.90123143,77.46735197,unknown,unknown,Mysore Road,2024-03-17 22:05:46+00:00,,True,High,unknown,closed,Road Restriction for PM Visit,Kengeri,,,FKUSR00009,,22.0
FKID002059,planned,construction,"Hennur Main Road, Salarpuria Sattva Gold Summit, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",13.0670028,77.6517305,unknown,unknown,Non-corridor,,2024-02-28 06:34:46+00:00,False,Low,unknown,closed,White tapping progress in hennur bagalur main road sir,Hennuru,,,FKUSR00318,,
FKID002071,planned,procession,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9603835,77.5627726,unknown,unknown,Mysore Road,,2024-03-18 09:44:46+00:00,False,High,unknown,closed,krisht prossetion,Chamarajpet,,,FKUSR00065,,
FKID002092,planned,construction,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.9721302,77.6070396,unknown,unknown,Old Madras Road,2024-02-27 19:06:46+00:00,2024-02-27 20:40:46+00:00,False,High,unknown,closed,ಪ್ರವೇಟ್ ಪ್ರಾಪರ್ಟಿಯಲ್ಲಿರುವ ಹಳೆ ಮರದ  ನಾಲ್ಕು ರೆಂಬೆಗಳನ್ನು ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ಅನುಮತಿ ಪಡೆದು ಕಟ್ ಮಾಡಿ ತೆರವು ಮಾಡಲಾಗಿರುತ್ತದೆ. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,Ashok Nagar,,,FKUSR00994,94.0,19.0
FKID002097,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694819,77.7006441,unknown,unknown,ORR East 2,,2024-02-28 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002103,planned,construction,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.9255592,77.6087154,unknown,unknown,Non-corridor,,2024-02-27 20:52:46+00:00,False,Low,unknown,closed,tavarekere [PERSON] wood,Mico Layout,,,FKUSR00998,,
FKID002105,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695714,77.700534,unknown,unknown,ORR East 2,,2024-03-19 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002110,planned,procession,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.9360068,77.7070682,unknown,unknown,Non-corridor,,2024-02-27 12:56:46+00:00,False,Low,unknown,closed,village festival,HAL Old Airport,,,FKUSR00610,,
FKID002168,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696034,77.7005489,unknown,unknown,ORR East 2,,2024-02-29 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002192,planned,construction,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0443032,77.5819616,unknown,unknown,ORR North 2,,2024-03-20 05:35:46+00:00,False,High,unknown,closed,snj traffic ps limits,Kodigehalli,,,FKUSR00740,,
FKID002212,planned,procession,"Bannerghatta Main Road, Bilekahalli Junction, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",12.9019622,77.6011975,unknown,unknown,Bannerghata Road,,2024-02-29 05:01:46+00:00,False,High,unknown,closed,bilekahalli junction towards HSBC,Mico Layout,,,FKUSR01028,,
FKID002224,planned,construction,"ಟ್ಯಾಂಕ್ ಬಂಡ್ ರಸ್ತೆ, ವಿಶ್ವಮಾನವ ಕುವೆಂಪು ವಾರ್ಡ್, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560068, India",12.91427815,77.61741195,unknown,unknown,Non-corridor,,2024-03-19 12:05:46+00:00,True,Low,west,closed,Bridge work under prograss,Mico Layout,,,FKUSR01032,,
FKID002225,planned,construction,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9567539,77.7013119,unknown,unknown,Varthur Road,,2024-03-19 17:01:46+00:00,True,High,unknown,closed,ಮಾರತಹಳ್ಳಿ ಬ್ರಿಜ್ ಲ್ಲಿ  ಬಿಎಂಆರ್‌ಪಿಎಲ್ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ. ಹಾಗಾಗಿ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು . ಮುಚ್ಚಲಾಗಿರುತ್ತದೆ.,HAL Old Airport,,,FKUSR00682,,
FKID002245,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695804,77.7005848,unknown,unknown,ORR East 2,,2024-03-20 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002254,planned,procession,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0162183,77.7092396,unknown,unknown,Non-corridor,,2024-03-19 21:57:46+00:00,True,Low,unknown,closed,[PERSON],K.R. Pura,2024-03-19 22:03:51.073235+00:00,,FKUSR00561,,
FKID002320,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695205,77.7005879,unknown,unknown,ORR East 2,,2024-03-08 02:53:46+00:00,False,High,unknown,closed,[PERSON] staion piller construction work progress towords [PERSON] [LOCATION] is slow movement Regarding traffic is [LOCATION],HAL Old Airport,,,FKUSR00211,,
FKID002337,planned,construction,"Mission Road, ETO Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",12.964045,77.5882867,unknown,unknown,Mysore Road,,2024-03-02 05:05:46+00:00,False,High,unknown,closed,Mixture Lorry Tyre Puncture,Halasuru Gate,,,FKUSR00502,,
