id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,veh_type,police_station,closed_datetime,resolved_datetime,resolved_at_address,resolved_at_latitude,resolved_at_longitude,created_by_id,duration_min,start_hour
FKID000739,unplanned,vehicle_breakdown,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.0368856,77.5894397,unknown,unknown,Bellary Road 1,2024-03-10 21:54:37.230000+00:00,,False,High,unknown,closed,starting problem,truck,Hebbala,,,,,,FKUSR00481,,21.0
FKID000740,unplanned,vehicle_breakdown,"Old Madras Road, Illpaythope, Bengaluru, Karnataka. Pin-560008 (India)",12.9757394,77.62623,unknown,unknown,Old Madras Road,2024-03-10 22:07:08.843000+00:00,,False,High,unknown,closed,[LOCATION] sir vehicle breakdown due to wiring problem sir no problem to traffic movement sir,ksrtc_bus,Halasur,,,,,,FKUSR00482,,22.0
FKID000741,unplanned,others,"Basavanapura Road, Ajith Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0134768,77.7095819,unknown,unknown,Non-corridor,2024-02-08 21:05:34.927000+00:00,,False,Low,unknown,closed,"ಬಸವನಪುರ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿರುವ ಗ್ಯಾಸ್ ಬಂಕ್ ಬಳಿ, ಗ್ಯಾಸ್ ತುಂಬಿಸಿಕೊಳ್ಳಲು ನೂರಾರು ಆಟೋ ಗಳು ಸಾಲಿನಲ್ಲಿ ಇರುವುದರಿಂದ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್",unknown,K.R. Pura,2024-02-29 18:58:20.331846+00:00,,,,,FKUSR00483,30112.8,21.0
FKID000742,unplanned,vehicle_breakdown,"Nice Road, Doddaramaiah Circle, Anchepalya, Bengaluru, Karnataka. Pin-560073 (India)",13.058216,77.4775502,unknown,unknown,Non-corridor,2024-03-11 00:51:57.809000+00:00,,False,Low,unknown,closed,,private_car,No Police Station,,,,,,FKUSR00171,,0.0
FKID000743,unplanned,others,"Konanakunte Main Road, Konana Kunte Cross, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",12.890508,77.5643429,unknown,unknown,Non-corridor,2024-02-08 21:53:05.426000+00:00,,False,Low,unknown,active,Ato gas is very required for all ato and indian oil petrol bunk is not precautionary measures sir,unknown,K.S. Layout,,,,,,FKUSR00176,,21.0
FKID000744,unplanned,vehicle_breakdown,"Sri B Gangaiah Road, Basava Mantapa Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.995394,77.5505958,unknown,unknown,West of Chord Road,2024-03-11 01:23:49.149000+00:00,,False,High,unknown,closed,self not working...,ksrtc_bus,Vijayanagara,2024-03-11 03:19:06.478684+00:00,,,,,FKUSR00484,115.3,1.0
FKID000745,unplanned,vehicle_breakdown,"G Narayana Kumar Road, Purva Sunflower, Shankarappa Garden, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.9757009,77.5572382,unknown,unknown,Magadi Road,2024-02-08 21:42:19.086000+00:00,,False,High,unknown,resolved,,bmtc_bus,Magadi Road,,2024-02-08 21:50:02.171802+00:00,"G Narayana Kumar Road, Purva Sunflower, Shankarappa Garden, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.9757009,77.5572382,FKUSR00245,7.7,21.0
FKID000746,unplanned,pot_holes,"Bommasandra Jigani Link Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.8209447,77.6869068,unknown,unknown,Non-corridor,2024-02-08 21:45:34.945000+00:00,,False,Low,unknown,active,[PHONE],unknown,Electronic City,,,,,,FKUSR00203,,21.0
FKID000747,unplanned,road_conditions,"Bannerghatta Main Road, Bilekahalli Junction, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",12.9021244,77.6009099,unknown,unknown,Bannerghata Road,2024-02-08 21:21:46.520000+00:00,,False,High,unknown,active,Near Bilekahalli junction bwssb work in progress so traffic moving slowly from [PERSON] to gd mara junction sir,unknown,J.P. Nagar,,,,,,FKUSR00025,,21.0
FKID000748,unplanned,vehicle_breakdown,"Marathahalli Underpass, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9591872,77.7012264,unknown,unknown,Varthur Road,2024-02-08 21:30:42.663000+00:00,,False,High,unknown,closed,ಬಿಎಂಟಿಸಿ ಬಸ್ ಪಂಚರ್ ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿದೆ ಸರ್,bmtc_bus,HAL Old Airport,2024-02-08 23:09:32.078180+00:00,,,,,FKUSR00031,98.8,21.0
FKID000749,unplanned,others,"Mumbai Bengaluru Highway, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.01862439,77.55800419,unknown,unknown,Tumkur Road,2024-02-08 22:02:29.726000+00:00,,False,High,unknown,closed,Passenger auto line for LPG gas sir,unknown,Yeshwanthpura,2024-02-09 20:09:57.120236+00:00,,,,,FKUSR00458,1327.5,22.0
FKID000750,unplanned,pot_holes,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9253172,77.550233,unknown,unknown,ORR West 1,2024-02-08 22:05:42.357000+00:00,,False,High,unknown,closed,Drainage broke,unknown,Banashankari,2024-02-15 23:20:48.626183+00:00,,,,,FKUSR00485,10155.1,22.0
FKID000751,unplanned,vehicle_breakdown,"2nd Main Road, Hosabasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0199996,77.7098546,unknown,unknown,Non-corridor,2024-03-11 01:30:31.275000+00:00,,False,Low,unknown,closed,medahalli towards city  battarahalli near A2B hotel,private_bus,K.R. Pura,,,,,,FKUSR00486,,1.0
FKID000752,unplanned,vehicle_breakdown,"MBT Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.04244,77.5917,unknown,unknown,Bellary Road 1,2024-02-08 22:32:06.891000+00:00,,False,High,unknown,closed,Due to gear problem,ksrtc_bus,Hebbala,2024-02-08 22:44:12.737821+00:00,,,,,FKUSR00487,12.1,22.0
FKID000753,unplanned,vehicle_breakdown,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",13.0036356,77.6629395,unknown,unknown,ORR North 1,2024-02-08 20:21:50.495000+00:00,,False,High,unknown,closed,ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿದೆ  ಸರ್,private_bus,Banaswadi,,,,,,FKUSR00488,,20.0
FKID000754,unplanned,road_conditions,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",13.0494042,77.6453035,unknown,unknown,Non-corridor,2024-03-11 01:42:25.209000+00:00,,False,Low,unknown,active,white tapping work going on sir,unknown,Hennuru,,,,,,FKUSR00489,,1.0
FKID000755,unplanned,vehicle_breakdown,"Bannerghatta Main Road, Sobha Magnolia, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.9233673,77.6003486,unknown,unknown,Bannerghata Road,2024-03-11 02:02:17.213000+00:00,,False,High,unknown,closed,starting problem,lcv,Mico Layout,2024-03-11 02:12:46.458023+00:00,,,,,FKUSR00490,10.5,2.0
FKID000756,unplanned,vehicle_breakdown,"Hesaraghatta Main Road, Bhuvaneshwari Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.051243,77.5079024,unknown,unknown,Non-corridor,2024-02-08 23:49:22.811000+00:00,,False,Low,unknown,closed,Battery problem,bmtc_bus,Chikkabanavara,2024-02-09 01:03:10.261192+00:00,,,,,FKUSR00491,73.8,23.0
FKID000757,unplanned,vehicle_breakdown,"Outer Ring Road, Sai Nandana Residency, Teachers Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.9163992,77.6343214,unknown,unknown,ORR East 1,2024-02-08 23:42:28.176000+00:00,,False,High,unknown,closed,BMTC bus off road due to clutch problem 5 th  twords 14 th main near 14 main up ramp,bmtc_bus,HSR Layout,2024-02-09 00:22:59.597464+00:00,,,,,FKUSR00492,40.5,23.0
FKID000758,unplanned,congestion,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.9593141,77.6489403,unknown,unknown,Old Airport Road,2024-02-08 22:31:52.942000+00:00,,False,High,unknown,closed,2km congestion by autos due to Lpg shortag traffic is slow movements from HAL to City kodihalli golf association road up to [LOCATION] hospital,unknown,Jeevanbheemanagar,,,,,,FKUSR00493,,22.0
FKID000759,unplanned,congestion,"Hegganahalli Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.0098085,77.5060619,unknown,unknown,Non-corridor,2024-02-08 21:59:43.900000+00:00,,False,Low,unknown,closed,Peenya 2nd stage Aigis Auto lpg gas bunk conjection due to auto parking sir,unknown,Peenya,,,,,,FKUSR00157,,21.0
FKID000760,unplanned,vehicle_breakdown,"4th Main Road, RJ Lake Gardenia, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.018385,77.7061817,unknown,unknown,Non-corridor,2024-02-08 23:38:17.245000+00:00,,False,Low,unknown,closed,[PERSON] towards tc palya junction traffic no problem sir,lcv,K.R. Pura,,,,,,FKUSR00452,,23.0
FKID000761,unplanned,vehicle_breakdown,"MBT Road, RJ Lake Gardenia, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0181824,77.7075933,unknown,unknown,Non-corridor,2024-02-09 01:04:36.928000+00:00,,False,Low,unknown,closed,"Tyre Bolt broken, Between Bhattarahalli jn to TC palya jn",lcv,K.R. Pura,,,,,,FKUSR00494,,1.0
FKID000762,unplanned,congestion,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.9597477,77.6487553,unknown,unknown,Old Airport Road,2024-02-08 22:38:54.989000+00:00,,False,High,unknown,closed,2km autos congestion due to Lpg gas problem,unknown,Jeevanbheemanagar,,,,,,FKUSR00493,,22.0
FKID000763,unplanned,vehicle_breakdown,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",12.9559951,77.5460193,unknown,unknown,Mysore Road,2024-03-11 02:05:29.012000+00:00,,False,High,unknown,closed,break fail,heavy_vehicle,Byatarayanapura,2024-03-11 02:30:31.138249+00:00,,,,,FKUSR00495,25.0,2.0
FKID000764,unplanned,vehicle_breakdown,"5th Cross Road, Narsimhalu Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.0212083,77.532755,unknown,unknown,Non-corridor,2024-02-08 22:36:00.130000+00:00,,False,Low,unknown,closed,ಇಂಜಿನ್ ಸಮಸ್ಯೆ ಇಂದ ವಾಹನ ಕೆಟ್ಟು ನಿಂತಿದೆ,heavy_vehicle,Rajajinagar,,,,,,FKUSR00131,,22.0
FKID000765,unplanned,vehicle_breakdown,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",13.0423317,77.5489533,unknown,unknown,ORR North 2,2024-03-11 01:34:23.932000+00:00,,False,High,unknown,closed,lgv off' road near muttyalamm towards bel circle,lcv,Jalahalli,,,,,,FKUSR00496,,1.0
FKID000766,unplanned,vehicle_breakdown,"Mysore Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9608839,77.5583387,unknown,unknown,Mysore Road,2024-03-11 02:32:45.775000+00:00,,False,High,unknown,closed,,private_bus,Chamarajpet,2024-03-11 03:21:18.328256+00:00,,,,,FKUSR00497,48.5,2.0
FKID000767,unplanned,vehicle_breakdown,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.9837183,77.64181,unknown,unknown,Old Madras Road,2024-03-11 03:05:27.915000+00:00,,False,High,unknown,closed,[PERSON] towards 80feet om road,others,Jeevanbheemanagar,,,,,,FKUSR00351,,3.0
FKID000768,unplanned,water_logging,"Dr Rajkumar Puniya Bhoomi Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",12.9074103,77.6003976,unknown,unknown,Bannerghata Road,2024-03-11 03:44:26.453000+00:00,,True,High,unknown,active,,unknown,Mico Layout,,,,,,FKUSR00024,,3.0
FKID000769,unplanned,vehicle_breakdown,"Kumar Krupa Road, Dr Hardikar Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",12.9869252,77.5800472,unknown,unknown,Non-corridor,2024-02-09 02:32:59.328000+00:00,,True,Low,unknown,closed,Near [PERSON] bhavay towards Shivanand circle,bmtc_bus,High ground,2024-02-09 03:00:38.800597+00:00,,,,,FKUSR00145,27.7,2.0
FKID000770,unplanned,vehicle_breakdown,"Kasturba Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9762151,77.5990724,unknown,unknown,Old Madras Road,2024-02-09 02:01:07.114000+00:00,,False,High,unknown,closed,Gear problem,taxi,Cubbon Park,,,,,,FKUSR00498,,2.0
FKID000771,unplanned,others,"Konanakunte Main Road, St Antony Industrial Estate, Jaraganahalli, Bengaluru, Karnataka. Pin-560078 (India)",12.8993583,77.5727639,unknown,unknown,Non-corridor,2024-02-09 05:21:00.565000+00:00,,False,Low,unknown,active,[LOCATION] village annamma utsava traffic movment  slow,unknown,J.P. Nagar,,,,,,FKUSR00499,,5.0
FKID000772,unplanned,vehicle_breakdown,"Queens Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9832903,77.59701,unknown,unknown,CBD 2,2024-02-09 03:33:56.183000+00:00,,True,High,unknown,closed,,truck,Cubbon Park,,,,,,FKUSR00500,,3.0
FKID000773,unplanned,vehicle_breakdown,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0299318,77.5364118,unknown,unknown,Tumkur Road,2024-02-09 04:58:27.398000+00:00,,False,High,unknown,closed,BBMP lorry starting problem traffic no issues,others,Yeshwanthpura,2024-02-09 07:26:52.230361+00:00,,,,,FKUSR00210,148.4,4.0
FKID000774,unplanned,vehicle_breakdown,"Raja Ram Mohan Roy Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.9675116,77.5891914,unknown,unknown,Mysore Road,2024-03-11 02:26:23.750000+00:00,,False,High,unknown,closed,,bmtc_bus,Halasuru Gate,,,,,,FKUSR00501,,2.0
FKID000775,unplanned,others,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.9625255,77.5948692,unknown,unknown,Mysore Road,2024-03-11 05:29:58.825000+00:00,,False,High,unknown,closed,LGV Tyre Blast sir in shantinagar [LOCATION].,unknown,Halasuru Gate,2024-03-11 08:04:56.893748+00:00,,,,,FKUSR00502,155.0,5.0
FKID000776,unplanned,pot_holes,"80 Feet Road, Liberty Square, Lingadheeranahalli Andhrahalli, Bengaluru, Karnataka. Pin-560061 (India)",12.8813895,77.5431082,unknown,unknown,Non-corridor,2024-03-11 05:51:56.483000+00:00,,False,Low,unknown,active,4*4 pothole,unknown,Thalagattapura,,,,,,FKUSR00432,,5.0
FKID000777,unplanned,others,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.9622317,77.5948457,unknown,unknown,Mysore Road,2024-03-11 05:28:08.987000+00:00,,False,High,unknown,active,LGV Tyre  Blast sir  In shantinagar [LOCATION],unknown,Ashok Nagar,,,,,,FKUSR00502,,5.0
FKID000778,unplanned,vehicle_breakdown,"Sankey Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.993745,77.5852617,unknown,unknown,Bellary Road 1,2024-03-11 03:52:06.167000+00:00,,False,High,unknown,closed,vehicle Battery problem [LOCATION] towards old highgrounds junction sir.,lcv,High ground,2024-03-11 04:21:53.758729+00:00,,,,,FKUSR00032,29.8,3.0
FKID000779,unplanned,congestion,"Bangalore Mysore Expressway, Vaishnavi Layout, Venkatapura South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",12.901029,77.4665508,unknown,unknown,Mysore Road,2024-03-11 05:29:04.914000+00:00,,False,High,unknown,closed,incoming traffic slow moment ragarding weekend,unknown,Kengeri,,,,,,FKUSR00503,,5.0
FKID000780,unplanned,vehicle_breakdown,"Mysore Road, Pantharapalya, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.9425168,77.5255155,unknown,unknown,Mysore Road,2024-03-11 03:31:42.384000+00:00,,False,High,unknown,closed,,taxi,Byatarayanapura,,,,,,FKUSR00012,,3.0
FKID000781,unplanned,vehicle_breakdown,"Konanakunte Main Road, Konana Kunte Cross, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",12.8904509,77.5642971,unknown,unknown,Non-corridor,2024-03-11 04:16:54.855000+00:00,,False,Low,unknown,closed,,bmtc_bus,K.S. Layout,2024-03-11 06:16:19.938519+00:00,,,,,FKUSR00504,119.4,4.0
FKID000782,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.0454946,77.5071561,unknown,unknown,Tumkur Road,2024-03-11 02:33:44.831000+00:00,,False,High,unknown,closed,BMTC bus off road in service road one side traffic moving,bmtc_bus,Chikkabanavara,,,,,,FKUSR00505,,2.0
FKID000783,unplanned,vehicle_breakdown,"Padmasri CK Venkata Ramaiah Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",13.0157783,77.5729483,unknown,unknown,Non-corridor,2024-02-09 05:41:10.009000+00:00,,False,Low,unknown,closed,New BEL road toward sadashivanagar traffic station junction due to starting problem sir traffic movement slow sir,bmtc_bus,Sadashivanagar,2024-02-09 06:11:18.745544+00:00,,,,,FKUSR00506,30.1,5.0
FKID000784,unplanned,vehicle_breakdown,"Hosur Road, Nexus Koramangala, Adugodi, Bengaluru, Karnataka. Pin-560095 (India)",12.9336029,77.6113624,unknown,unknown,Hosur Road,2024-02-09 05:26:47.816000+00:00,,False,High,unknown,closed,ತಾವರಕೆರೆ ಜಂಕ್ಷನ್ towards ಚೆಕ್ ಪೋಸ್ಟ್ ಇಂಡಿಯನ್ ಆಯಿಲ್ ಪೆಟ್ರೋಲ್ ಪಂಪ್ ಹತ್ತಿರ ಬಿಎಂಟಿಸಿ ಬಸ್ಸು ಏರ್ ಲಾಕ್ ಆಗಿ ವೀಲ್ ಜಾಮ್ ಆಗಿ ಆಪ್ ರೋಡ್ ಆಗಿದ್ದು ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ ಮೆಕ್ಯಾನಿಕ್ ಬರುತ್ತಿದ್ದು ಬೇಗನೆ ರಿಮೋ ಮಾಡಿಸುತ್ತೇವೆ ಸರ್,bmtc_bus,Adugodi,,,,,,FKUSR00098,,5.0
FKID000785,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Alur Village, Bengaluru, Karnataka. Pin-562162 (India)",13.0673044,77.4496339,unknown,unknown,Non-corridor,2024-03-11 04:14:43.176000+00:00,,False,Low,unknown,closed,only vehicles,heavy_vehicle,No Police Station,,,,,,FKUSR00507,,4.0
FKID000786,unplanned,others,"Hosur Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",12.9459336,77.5954659,unknown,unknown,Non-corridor,2024-02-09 06:28:11.951000+00:00,,False,Low,unknown,active,LPG ಆಟೋ ಗ್ಯಾಸ್ ತುಂಬಿಸಿಕೊಳ್ಳಲು ಸುಮಾರು 100 ಆಟೋಗಳು ಡಾ.ಮರೀಗೌಡ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ನಿಂತಿರುತ್ತವೆ ಸರ್,unknown,Wilson Garden,,,,,,FKUSR00003,,6.0
FKID000787,unplanned,vehicle_breakdown,"BGS Flyover, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",12.9612079,77.5590824,unknown,unknown,Mysore Road,2024-02-09 05:58:22.559000+00:00,,False,High,unknown,closed,Wheel jam traffic moment slow ide,bmtc_bus,Chamarajpet,2024-02-09 07:17:48.977301+00:00,,,,,FKUSR00430,79.4,5.0
FKID000788,unplanned,congestion,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0447938,77.5825434,unknown,unknown,ORR North 2,2024-02-09 05:11:06.016000+00:00,,False,High,unknown,closed,KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,unknown,Kodigehalli,,,,,,FKUSR00026,,5.0
FKID000789,unplanned,vehicle_breakdown,"MBT Road, CMR Colony, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)",13.0201267,77.65254,unknown,unknown,ORR North 1,2024-02-09 07:11:04.999000+00:00,,False,High,unknown,closed,Battery down,private_car,Banaswadi,2024-02-09 07:44:49.243908+00:00,,,,,FKUSR00508,33.7,7.0
FKID000790,unplanned,vehicle_breakdown,"Bellary Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",13.0290396,77.5861366,unknown,unknown,Bellary Road 1,2024-02-09 04:40:56.449000+00:00,,False,High,unknown,closed,Wheel jam,heavy_vehicle,Kodigehalli,,,,,,FKUSR00285,,4.0
FKID000791,unplanned,vehicle_breakdown,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9417005,77.7471249,unknown,unknown,Non-corridor,2024-03-11 07:28:57.639000+00:00,,False,Low,unknown,closed,CAB [VEHICLE] starting problem near varthur college so traffic slow movement towards varthur PS Sir,others,Whitefield,2024-03-11 08:40:40.072828+00:00,,,,,FKUSR00205,71.7,7.0
FKID000792,unplanned,vehicle_breakdown,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.9663381,77.5869429,unknown,unknown,Mysore Road,2024-02-09 08:42:23.102000+00:00,,False,High,unknown,closed,ಸಂಚಾರಕ್ಕೆ ಯಾವದೇ ತೊಂದ್ರೆ ಇರುವುದಿಲ್ಲ,private_bus,Halasuru Gate,2024-02-09 09:23:52.299790+00:00,,,,,FKUSR00444,41.5,8.0
FKID000793,unplanned,pot_holes,"Chord Road, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.9783139,77.5489833,unknown,unknown,West of Chord Road,2024-03-11 07:24:13.508000+00:00,,False,High,unknown,active,path whole in the WOC road sir.,unknown,Magadi Road,,,,,,FKUSR00509,,7.0
FKID000794,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",13.0616905,77.4597317,unknown,unknown,Non-corridor,2024-03-11 06:35:31.948000+00:00,,False,Low,unknown,closed,,lcv,No Police Station,,,,,,FKUSR00507,,6.0
FKID000795,unplanned,others,"Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.0384767,77.5894392,unknown,unknown,Bellary Road 1,2024-03-11 09:08:39.938000+00:00,,False,High,unknown,active,punchure,unknown,Kodigehalli,,,,,,FKUSR00108,,9.0
FKID000796,unplanned,congestion,"Bellary Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",13.014384,77.5837351,unknown,unknown,Bellary Road 1,2024-03-11 08:31:18.170000+00:00,,False,High,unknown,closed,,unknown,Sadashivanagar,,,,,,FKUSR00510,,8.0
FKID000797,unplanned,vehicle_breakdown,"Silk Board Double Decker Flyover, Fortune Summit Business Park, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.9155018,77.6245772,unknown,unknown,ORR East 1,2024-02-09 09:07:13.096000+00:00,,False,High,unknown,closed,SETC TAMIL NADU bus offroaded at silkboard upper ramp towords city due to gear box problem traffic movement slow ide sir,private_bus,HSR Layout,,,,,,FKUSR00173,,9.0
FKID000798,unplanned,tree_fall,"Chord Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.9840583,77.5490758,unknown,unknown,West of Chord Road,2024-03-11 09:52:47.561000+00:00,,False,High,unknown,closed,tree fallen in the woc road sir.,unknown,Magadi Road,2024-03-11 10:24:35.949955+00:00,,,,,FKUSR00509,31.8,9.0
FKID000799,unplanned,vehicle_breakdown,"1st Cross Road, Sarjapur Road Check Post Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.929503,77.6161562,unknown,unknown,Hosur Road,2024-02-09 06:57:31.380000+00:00,,False,High,unknown,closed,Bus offroad near [LOCATION] bus stop breakdown,bmtc_bus,Adugodi,,,,,,FKUSR00511,,6.0
FKID000800,unplanned,vehicle_breakdown,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",12.8699916,77.6534081,unknown,unknown,Hosur Road,2024-02-09 09:38:11.683000+00:00,,False,High,unknown,closed,private bus off-road in [LOCATION] towards [LOCATION],private_bus,Electronic City,2024-02-09 10:25:18.338011+00:00,,,,,FKUSR00512,47.1,9.0
FKID000801,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.0453915,77.507419,unknown,unknown,Tumkur Road,2024-02-09 09:59:07.225000+00:00,,False,High,unknown,closed,,heavy_vehicle,Chikkabanavara,,,,,,FKUSR00255,,9.0
FKID000802,unplanned,tree_fall,"Thindlu Main Road, Thindlu, Bengaluru, Karnataka. Pin-560097 (India)",13.070237,77.5651338,unknown,unknown,Non-corridor,2024-02-09 12:13:23.651000+00:00,,False,Low,unknown,closed,tree fall in @ tindlu circle towards [LOCATION] circle sir,unknown,Kodigehalli,,,,,,FKUSR00182,,12.0
FKID000803,unplanned,vehicle_breakdown,"Mahatma Gandhi Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.9745356,77.6110416,unknown,unknown,Old Madras Road,2024-02-09 07:07:15.870000+00:00,,False,High,unknown,closed,"Break jam, inform to depo no 2 shanti nagar, vechile off road in between Cauvery emporium jn Mayo hall jn m g road, traffic normal moving",bmtc_bus,Cubbon Park,,,,,,FKUSR00513,,7.0
FKID000804,unplanned,tree_fall,"Thindlu Main Road, Thindlu, Bengaluru, Karnataka. Pin-560097 (India)",13.0701444,77.5650602,unknown,unknown,Non-corridor,2024-02-09 12:19:52.291000+00:00,,False,Low,unknown,closed,Tindlu circle towards [LOCATION] circle ಕಡೆಗೆ canter ಮೇಲೆ ಮರ ಬಿದ್ದಿರುತ್ತದೆ ಪಾದಚಾರಿ ಮೇಲೆ ಮರದ ಕೊಂಬೆ ಬಿದ್ದು ಪಾದಚಾರಿಗೆ [PERSON] ಆಸ್ಪತ್ರೆಗೆ ಕಳುಹಿಸಲಾಗಿದೆ ಸರ್,unknown,Kodigehalli,,,,,,FKUSR00398,,12.0
